entity1,entity2,weight,dates
Mahindra,Mahindra & Mahindra,1,08-2020
Escorts,Mahindra,1,08-2020
Mahindra,Sonalika,1,08-2020
Chennai,Hemant Sikka,1,08-2020
Hemant Sikka,Mahindra Tractors,1,08-2020
Hemant Sikka,Rabi,1,08-2020
Hemant Sikka,Mahindra,1,08-2020
Hemant Sikka,Mahindra & Mahindra,1,08-2020
Escorts,Hemant Sikka,1,08-2020
Hemant Sikka,Sonalika,1,08-2020
Chennai,Mahindra Tractors,1,08-2020
Chennai,Rabi,1,08-2020
Chennai,Mahindra,2,"08-2020, 10-2020"
Chennai,Mahindra & Mahindra,1,08-2020
Chennai,Escorts,2,"08-2020, 10-2020"
Chennai,Sonalika,2,"08-2020, 10-2020"
Mahindra Tractors,Rabi,1,08-2020
Mahindra,Mahindra Tractors,1,08-2020
Mahindra & Mahindra,Mahindra Tractors,1,08-2020
Escorts,Mahindra Tractors,1,08-2020
Mahindra Tractors,Sonalika,1,08-2020
Mahindra,Rabi,1,08-2020
Mahindra & Mahindra,Rabi,1,08-2020
Escorts,Rabi,1,08-2020
Rabi,Sonalika,1,08-2020
Mahindra,Mahindra & Mahindra,1,08-2020
Escorts,Mahindra,2,"08-2020, 10-2020"
Mahindra,Sonalika,2,"08-2020, 10-2020"
Escorts,Mahindra & Mahindra,1,08-2020
Mahindra & Mahindra,Sonalika,1,08-2020
Escorts,Sonalika,2,"08-2020, 10-2020"
Shamil,Suresh Rana,1,08-2020
Suresh Rana,TOI,1,08-2020
MUZAFFARNAGAR,Suresh Rana,1,08-2020
Rajan Jawal,Suresh Rana,1,08-2020
Suresh Rana,UP,2,"08-2020, 12-2020"
Shamli,Suresh Rana,1,08-2020
RLD,Suresh Rana,1,08-2020
Rashtriya Lok Dal,Suresh Rana,1,08-2020
Samajwadi Party,Suresh Rana,1,08-2020
Suresh Rana,Vijay Bahadur,1,08-2020
Suresh Rana,Yogi Adityanath,1,08-2020
Shamil,TOI,1,08-2020
MUZAFFARNAGAR,Shamil,1,08-2020
Rajan Jawal,Shamil,1,08-2020
Shamil,UP,1,08-2020
Shamil,Shamli,1,08-2020
RLD,Shamil,1,08-2020
Rashtriya Lok Dal,Shamil,1,08-2020
Samajwadi Party,Shamil,1,08-2020
Shamil,Vijay Bahadur,1,08-2020
Shamil,Yogi Adityanath,1,08-2020
MUZAFFARNAGAR,TOI,2,"01-2021, 08-2020"
Rajan Jawal,TOI,1,08-2020
TOI,UP,25,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020, 12-2020"
Shamli,TOI,1,08-2020
RLD,TOI,4,"01-2021, 08-2020, 10-2020, 12-2020"
Rashtriya Lok Dal,TOI,4,"01-2021, 08-2020, 10-2020, 12-2020"
Samajwadi Party,TOI,3,"08-2020, 09-2020"
TOI,Vijay Bahadur,1,08-2020
TOI,Yogi Adityanath,2,"08-2020, 12-2020"
MUZAFFARNAGAR,Rajan Jawal,1,08-2020
MUZAFFARNAGAR,UP,3,"01-2021, 08-2020, 11-2020"
MUZAFFARNAGAR,Shamli,3,"01-2021, 08-2020, 09-2020"
MUZAFFARNAGAR,RLD,1,08-2020
MUZAFFARNAGAR,Rashtriya Lok Dal,1,08-2020
MUZAFFARNAGAR,Samajwadi Party,1,08-2020
MUZAFFARNAGAR,Vijay Bahadur,1,08-2020
MUZAFFARNAGAR,Yogi Adityanath,1,08-2020
Rajan Jawal,UP,1,08-2020
Rajan Jawal,Shamli,1,08-2020
RLD,Rajan Jawal,1,08-2020
Rajan Jawal,Rashtriya Lok Dal,1,08-2020
Rajan Jawal,Samajwadi Party,1,08-2020
Rajan Jawal,Vijay Bahadur,1,08-2020
Rajan Jawal,Yogi Adityanath,1,08-2020
Shamli,UP,11,"01-2021, 08-2020, 09-2020, 10-2020, 12-2020"
RLD,UP,5,"01-2021, 08-2020, 09-2020, 10-2020"
Rashtriya Lok Dal,UP,4,"01-2021, 08-2020, 09-2020, 10-2020"
Samajwadi Party,UP,7,"01-2021, 08-2020, 09-2020, 12-2020"
UP,Vijay Bahadur,1,08-2020
UP,Yogi Adityanath,18,"01-2021, 08-2020, 09-2020, 11-2020, 12-2020"
RLD,Shamli,2,"01-2021, 08-2020"
Rashtriya Lok Dal,Shamli,2,"01-2021, 08-2020"
Samajwadi Party,Shamli,3,"08-2020, 12-2020"
Shamli,Vijay Bahadur,1,08-2020
Shamli,Yogi Adityanath,1,08-2020
RLD,Rashtriya Lok Dal,6,"01-2021, 08-2020, 09-2020, 10-2020, 12-2020"
RLD,Samajwadi Party,1,08-2020
RLD,Vijay Bahadur,1,08-2020
RLD,Yogi Adityanath,1,08-2020
Rashtriya Lok Dal,Samajwadi Party,1,08-2020
Rashtriya Lok Dal,Vijay Bahadur,1,08-2020
Rashtriya Lok Dal,Yogi Adityanath,1,08-2020
Samajwadi Party,Vijay Bahadur,1,08-2020
Samajwadi Party,Yogi Adityanath,2,"08-2020, 10-2020"
Vijay Bahadur,Yogi Adityanath,1,08-2020
Dhaurahra,Lakhimpur Kheri,3,"08-2020, 09-2020"
Lakhimpur Kheri,TOI,4,"08-2020, 09-2020, 12-2020"
Lakhimpur Kheri,Raini,1,08-2020
Lakhimpur Kheri,Sunandu Sudhakaran,3,"08-2020, 09-2020"
Dhaurahra,TOI,3,"08-2020, 09-2020"
Dhaurahra,Raini,1,08-2020
Dhaurahra,Sunandu Sudhakaran,3,"08-2020, 09-2020"
Raini,TOI,1,08-2020
Sunandu Sudhakaran,TOI,3,"08-2020, 09-2020"
Raini,Sunandu Sudhakaran,1,08-2020
KOTTAYAM,the Malankara Orthodox Syrian Church,1,08-2020
KOTTAYAM,the Orthodox Church,1,08-2020
KOTTAYAM,Mathai,1,08-2020
KOTTAYAM,P P Mathai,1,08-2020
KOTTAYAM,Kudappanakkulam,1,08-2020
Chandy,KOTTAYAM,1,08-2020
KOTTAYAM,Pinarayi Vijayan,1,08-2020
Chittar,KOTTAYAM,1,08-2020
KOTTAYAM,St Mary’s Church,1,08-2020
KOTTAYAM,Oommen Chandy,1,08-2020
Baselios Marthoma Paulose II,KOTTAYAM,1,08-2020
KOTTAYAM,Pathanamthitta,1,08-2020
the Malankara Orthodox Syrian Church,the Orthodox Church,1,08-2020
Mathai,the Malankara Orthodox Syrian Church,1,08-2020
P P Mathai,the Malankara Orthodox Syrian Church,1,08-2020
Kudappanakkulam,the Malankara Orthodox Syrian Church,1,08-2020
Chandy,the Malankara Orthodox Syrian Church,1,08-2020
Pinarayi Vijayan,the Malankara Orthodox Syrian Church,1,08-2020
Chittar,the Malankara Orthodox Syrian Church,1,08-2020
St Mary’s Church,the Malankara Orthodox Syrian Church,1,08-2020
Oommen Chandy,the Malankara Orthodox Syrian Church,1,08-2020
Baselios Marthoma Paulose II,the Malankara Orthodox Syrian Church,1,08-2020
Pathanamthitta,the Malankara Orthodox Syrian Church,1,08-2020
Mathai,the Orthodox Church,1,08-2020
P P Mathai,the Orthodox Church,1,08-2020
Kudappanakkulam,the Orthodox Church,1,08-2020
Chandy,the Orthodox Church,1,08-2020
Pinarayi Vijayan,the Orthodox Church,1,08-2020
Chittar,the Orthodox Church,1,08-2020
St Mary’s Church,the Orthodox Church,1,08-2020
Oommen Chandy,the Orthodox Church,1,08-2020
Baselios Marthoma Paulose II,the Orthodox Church,1,08-2020
Pathanamthitta,the Orthodox Church,1,08-2020
Mathai,P P Mathai,2,"08-2020, 09-2020"
Kudappanakkulam,Mathai,1,08-2020
Chandy,Mathai,1,08-2020
Mathai,Pinarayi Vijayan,1,08-2020
Chittar,Mathai,2,"08-2020, 09-2020"
Mathai,St Mary’s Church,1,08-2020
Mathai,Oommen Chandy,1,08-2020
Baselios Marthoma Paulose II,Mathai,1,08-2020
Mathai,Pathanamthitta,2,"08-2020, 09-2020"
Kudappanakkulam,P P Mathai,1,08-2020
Chandy,P P Mathai,1,08-2020
P P Mathai,Pinarayi Vijayan,1,08-2020
Chittar,P P Mathai,2,"08-2020, 09-2020"
P P Mathai,St Mary’s Church,1,08-2020
Oommen Chandy,P P Mathai,1,08-2020
Baselios Marthoma Paulose II,P P Mathai,1,08-2020
P P Mathai,Pathanamthitta,2,"08-2020, 09-2020"
Chandy,Kudappanakkulam,1,08-2020
Kudappanakkulam,Pinarayi Vijayan,1,08-2020
Kudappanakkulam,St Mary’s Church,1,08-2020
Kudappanakkulam,Oommen Chandy,1,08-2020
Baselios Marthoma Paulose II,Kudappanakkulam,1,08-2020
Chandy,Pinarayi Vijayan,1,08-2020
Chandy,Chittar,1,08-2020
Chandy,St Mary’s Church,1,08-2020
Chandy,Oommen Chandy,1,08-2020
Baselios Marthoma Paulose II,Chandy,1,08-2020
Chandy,Pathanamthitta,1,08-2020
Chittar,Pinarayi Vijayan,1,08-2020
Pinarayi Vijayan,St Mary’s Church,1,08-2020
Oommen Chandy,Pinarayi Vijayan,1,08-2020
Baselios Marthoma Paulose II,Pinarayi Vijayan,1,08-2020
Pathanamthitta,Pinarayi Vijayan,1,08-2020
Chittar,St Mary’s Church,1,08-2020
Chittar,Oommen Chandy,1,08-2020
Baselios Marthoma Paulose II,Chittar,1,08-2020
Oommen Chandy,St Mary’s Church,1,08-2020
Baselios Marthoma Paulose II,St Mary’s Church,1,08-2020
Pathanamthitta,St Mary’s Church,1,08-2020
Baselios Marthoma Paulose II,Oommen Chandy,1,08-2020
Oommen Chandy,Pathanamthitta,1,08-2020
Baselios Marthoma Paulose II,Pathanamthitta,1,08-2020
Kerala,Teaserve,2,08-2020
Teaserve,The Tea Board of India,2,08-2020
Teaserve,UDHAGAMANDALAM,1,08-2020
Sahu,Teaserve,2,08-2020
Teaserve,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,2,08-2020
INDCO,Teaserve,1,08-2020
Supriya Sahu,Teaserve,2,08-2020
Indcoserve,Teaserve,2,08-2020
Assam,Teaserve,1,08-2020
Kerala,The Tea Board of India,2,08-2020
Kerala,UDHAGAMANDALAM,1,08-2020
Kerala,Sahu,2,08-2020
Kerala,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,2,08-2020
INDCO,Kerala,1,08-2020
Kerala,Supriya Sahu,2,08-2020
Indcoserve,Kerala,2,08-2020
Assam,Kerala,2,"08-2020, 12-2020"
The Tea Board of India,UDHAGAMANDALAM,1,08-2020
Sahu,The Tea Board of India,2,08-2020
The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,The Tea Board of India,2,08-2020
INDCO,The Tea Board of India,1,08-2020
Supriya Sahu,The Tea Board of India,2,08-2020
Indcoserve,The Tea Board of India,2,08-2020
Assam,The Tea Board of India,1,08-2020
Sahu,UDHAGAMANDALAM,1,08-2020
The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,UDHAGAMANDALAM,1,08-2020
INDCO,UDHAGAMANDALAM,1,08-2020
Supriya Sahu,UDHAGAMANDALAM,1,08-2020
Indcoserve,UDHAGAMANDALAM,1,08-2020
Assam,UDHAGAMANDALAM,1,08-2020
Sahu,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,2,08-2020
INDCO,Sahu,1,08-2020
Sahu,Supriya Sahu,2,08-2020
Indcoserve,Sahu,2,08-2020
Assam,Sahu,1,08-2020
INDCO,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,1,08-2020
Supriya Sahu,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,2,08-2020
Indcoserve,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,2,08-2020
Assam,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,1,08-2020
INDCO,Supriya Sahu,1,08-2020
INDCO,Indcoserve,1,08-2020
Assam,INDCO,1,08-2020
Indcoserve,Supriya Sahu,3,"01-2021, 08-2020"
Assam,Supriya Sahu,1,08-2020
Assam,Indcoserve,1,08-2020
Mandhare,Suraj Mandhare,6,"08-2020, 09-2020, 10-2020"
Nashik,Suraj Mandhare,10,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020"
NASHIK,Suraj Mandhare,1,08-2020
Mandhare,Nashik,6,"08-2020, 09-2020, 10-2020"
Mandhare,NASHIK,1,08-2020
NASHIK,Nashik,15,"01-2021, 08-2020, 09-2020, 10-2020, 12-2020"
UDH,Urban Development and Housing,1,08-2020
UDH,the Jaipur Development Authority,1,08-2020
Shivdaspura,UDH,1,08-2020
JAIPUR,UDH,2,08-2020
Shanti Dhariwal,UDH,1,08-2020
JDA,UDH,2,08-2020
Centre,UDH,1,08-2020
Urban Development and Housing,the Jaipur Development Authority,1,08-2020
Shivdaspura,Urban Development and Housing,1,08-2020
JAIPUR,Urban Development and Housing,1,08-2020
Shanti Dhariwal,Urban Development and Housing,1,08-2020
JDA,Urban Development and Housing,1,08-2020
Centre,Urban Development and Housing,1,08-2020
Shivdaspura,the Jaipur Development Authority,1,08-2020
JAIPUR,the Jaipur Development Authority,4,"08-2020, 11-2020, 12-2020"
Shanti Dhariwal,the Jaipur Development Authority,1,08-2020
JDA,the Jaipur Development Authority,4,"08-2020, 11-2020, 12-2020"
Centre,the Jaipur Development Authority,1,08-2020
JAIPUR,Shivdaspura,2,08-2020
Shanti Dhariwal,Shivdaspura,1,08-2020
JDA,Shivdaspura,1,08-2020
Centre,Shivdaspura,1,08-2020
JAIPUR,Shanti Dhariwal,1,08-2020
JAIPUR,JDA,5,"08-2020, 11-2020, 12-2020"
Centre,JAIPUR,31,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020, 12-2020"
JDA,Shanti Dhariwal,1,08-2020
Centre,Shanti Dhariwal,1,08-2020
Centre,JDA,1,08-2020
CHC,Haryana,1,08-2020
CHC,Sunita Narain,1,08-2020
CHC,Punjab,1,08-2020
CHC,Environment Pollution (Prevention and Control) Authority,1,08-2020
CHC,NEW DELHI,1,08-2020
CHC,EPCA,1,08-2020
Haryana,Sunita Narain,1,08-2020
Environment Pollution (Prevention and Control) Authority,Haryana,1,08-2020
Haryana,NEW DELHI,52,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020, 12-2020"
EPCA,Haryana,3,"08-2020, 10-2020"
Punjab,Sunita Narain,1,08-2020
Environment Pollution (Prevention and Control) Authority,Sunita Narain,1,08-2020
NEW DELHI,Sunita Narain,1,08-2020
EPCA,Sunita Narain,1,08-2020
Environment Pollution (Prevention and Control) Authority,Punjab,1,08-2020
NEW DELHI,Punjab,86,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020, 12-2020"
EPCA,Punjab,4,"08-2020, 10-2020"
Environment Pollution (Prevention and Control) Authority,NEW DELHI,1,08-2020
EPCA,Environment Pollution (Prevention and Control) Authority,1,08-2020
EPCA,NEW DELHI,3,"08-2020, 10-2020"
Ponam Malakondaiah,Yadlapati Raghunatha Babu,1,08-2020
Ponam Malakondaiah,R Muthuraj,1,08-2020
Babu,Ponam Malakondaiah,1,08-2020
Ponam Malakondaiah,The Tobacco Board,1,08-2020
GUNTUR,Ponam Malakondaiah,1,08-2020
PS Pradyumna,Ponam Malakondaiah,1,08-2020
Agriculture,Ponam Malakondaiah,1,08-2020
Madhusudan Reddy,Ponam Malakondaiah,1,08-2020
R Muthuraj,Yadlapati Raghunatha Babu,1,08-2020
Babu,Yadlapati Raghunatha Babu,1,08-2020
The Tobacco Board,Yadlapati Raghunatha Babu,1,08-2020
GUNTUR,Yadlapati Raghunatha Babu,1,08-2020
PS Pradyumna,Yadlapati Raghunatha Babu,1,08-2020
Agriculture,Yadlapati Raghunatha Babu,1,08-2020
Madhusudan Reddy,Yadlapati Raghunatha Babu,1,08-2020
Babu,R Muthuraj,1,08-2020
R Muthuraj,The Tobacco Board,1,08-2020
GUNTUR,R Muthuraj,1,08-2020
PS Pradyumna,R Muthuraj,1,08-2020
Agriculture,R Muthuraj,1,08-2020
Madhusudan Reddy,R Muthuraj,1,08-2020
Babu,The Tobacco Board,1,08-2020
Babu,GUNTUR,1,08-2020
Babu,PS Pradyumna,1,08-2020
Agriculture,Babu,1,08-2020
Babu,Madhusudan Reddy,1,08-2020
GUNTUR,The Tobacco Board,1,08-2020
PS Pradyumna,The Tobacco Board,1,08-2020
Agriculture,The Tobacco Board,1,08-2020
Madhusudan Reddy,The Tobacco Board,1,08-2020
GUNTUR,PS Pradyumna,1,08-2020
Agriculture,GUNTUR,1,08-2020
GUNTUR,Madhusudan Reddy,1,08-2020
Agriculture,PS Pradyumna,1,08-2020
Madhusudan Reddy,PS Pradyumna,1,08-2020
Agriculture,Madhusudan Reddy,1,08-2020
Covid,Teaserve,1,08-2020
Teaserve,Udhagamandalam,1,08-2020
Indco,Teaserve,1,08-2020
Covid,Kerala,1,08-2020
Kerala,Udhagamandalam,1,08-2020
Indco,Kerala,1,08-2020
Covid,The Tea Board of India,1,08-2020
Covid,Sahu,1,08-2020
Covid,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,1,08-2020
Covid,Udhagamandalam,1,08-2020
Covid,Indco,1,08-2020
Covid,Supriya Sahu,1,08-2020
Covid,Indcoserve,1,08-2020
The Tea Board of India,Udhagamandalam,1,08-2020
Indco,The Tea Board of India,1,08-2020
Sahu,Udhagamandalam,1,08-2020
Indco,Sahu,1,08-2020
The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,Udhagamandalam,1,08-2020
Indco,The Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,1,08-2020
Indco,Udhagamandalam,2,"01-2021, 08-2020"
Supriya Sahu,Udhagamandalam,2,"01-2021, 08-2020"
Indcoserve,Udhagamandalam,3,"01-2021, 08-2020, 10-2020"
Indco,Supriya Sahu,2,"01-2021, 08-2020"
Indco,Indcoserve,2,"01-2021, 08-2020"
Horticorp,Thirunelly,1,08-2020
Horticorp,Sukumaran,1,08-2020
Horticorp,Kozhikode,1,08-2020
Horticorp,Wayanad,1,08-2020
Horticorp,Sukumaran Unni,1,08-2020
Sukumaran,Thirunelly,1,08-2020
Kozhikode,Thirunelly,1,08-2020
Thirunelly,Wayanad,1,08-2020
Sukumaran Unni,Thirunelly,1,08-2020
Kozhikode,Sukumaran,1,08-2020
Sukumaran,Wayanad,1,08-2020
Sukumaran,Sukumaran Unni,1,08-2020
Kozhikode,Wayanad,2,08-2020
Kozhikode,Sukumaran Unni,1,08-2020
Sukumaran Unni,Wayanad,1,08-2020
Boluvampatti,Narasipuram,1,08-2020
Madhvarayapuram,Narasipuram,1,08-2020
F,Narasipuram,1,08-2020
Narasipuram,Thondamuthur,2,"08-2020, 11-2020"
Narasipuram,Theethipalayam,1,08-2020
Narasipuram,Sennanur,1,08-2020
M Jagadeesh,Narasipuram,1,08-2020
Coimbatore,Narasipuram,2,"08-2020, 11-2020"
Narasipuram,R Periasamy,1,08-2020
Narasipuram,Semmedu,1,08-2020
Boluvampatti,Madhvarayapuram,1,08-2020
Boluvampatti,F,1,08-2020
Boluvampatti,Thondamuthur,1,08-2020
Boluvampatti,Theethipalayam,1,08-2020
Boluvampatti,Sennanur,1,08-2020
Boluvampatti,M Jagadeesh,1,08-2020
Boluvampatti,Coimbatore,2,"01-2021, 08-2020"
Boluvampatti,R Periasamy,1,08-2020
Boluvampatti,Semmedu,2,"01-2021, 08-2020"
F,Madhvarayapuram,1,08-2020
Madhvarayapuram,Thondamuthur,1,08-2020
Madhvarayapuram,Theethipalayam,1,08-2020
Madhvarayapuram,Sennanur,1,08-2020
M Jagadeesh,Madhvarayapuram,1,08-2020
Coimbatore,Madhvarayapuram,1,08-2020
Madhvarayapuram,R Periasamy,1,08-2020
Madhvarayapuram,Semmedu,1,08-2020
F,Thondamuthur,1,08-2020
F,Theethipalayam,1,08-2020
F,Sennanur,1,08-2020
F,M Jagadeesh,1,08-2020
Coimbatore,F,1,08-2020
F,R Periasamy,1,08-2020
F,Semmedu,1,08-2020
Theethipalayam,Thondamuthur,1,08-2020
Sennanur,Thondamuthur,1,08-2020
M Jagadeesh,Thondamuthur,1,08-2020
Coimbatore,Thondamuthur,5,"01-2021, 08-2020, 10-2020, 11-2020, 12-2020"
R Periasamy,Thondamuthur,1,08-2020
Semmedu,Thondamuthur,1,08-2020
Sennanur,Theethipalayam,1,08-2020
M Jagadeesh,Theethipalayam,1,08-2020
Coimbatore,Theethipalayam,1,08-2020
R Periasamy,Theethipalayam,1,08-2020
Semmedu,Theethipalayam,1,08-2020
M Jagadeesh,Sennanur,1,08-2020
Coimbatore,Sennanur,1,08-2020
R Periasamy,Sennanur,1,08-2020
Semmedu,Sennanur,1,08-2020
Coimbatore,M Jagadeesh,1,08-2020
M Jagadeesh,R Periasamy,1,08-2020
M Jagadeesh,Semmedu,1,08-2020
Coimbatore,R Periasamy,1,08-2020
Coimbatore,Semmedu,2,"01-2021, 08-2020"
R Periasamy,Semmedu,1,08-2020
Baghpat,Maharashtra,1,08-2020
Baghpat,Datyana village,1,08-2020
Baghpat,Meerut,8,"01-2021, 08-2020, 11-2020, 12-2020"
Baghpat,Bulandshahr,2,"01-2021, 08-2020"
Baghpat,Gujarat,1,08-2020
Baghpat,Lucknow,2,"08-2020, 11-2020"
Baghpat,Sitapur,1,08-2020
Baghpat,Hapur,1,08-2020
Baghpat,Maharajganj,1,08-2020
Baghpat,Tamil Nadu,1,08-2020
Baghpat,Vic,1,08-2020
Baghpat,UP,11,"01-2021, 08-2020, 09-2020, 11-2020, 12-2020"
Baghpat,Ghaziabad,2,"01-2021, 08-2020"
Baghpat,Rajnish Tyagi,1,08-2020
Baghpat,Muzaffarnagar,10,"01-2021, 08-2020, 09-2020, 11-2020, 12-2020"
Datyana village,Maharashtra,1,08-2020
Maharashtra,Meerut,1,08-2020
Bulandshahr,Maharashtra,1,08-2020
Gujarat,Maharashtra,7,"01-2021, 08-2020, 09-2020, 10-2020"
Lucknow,Maharashtra,1,08-2020
Maharashtra,Sitapur,1,08-2020
Hapur,Maharashtra,1,08-2020
Maharajganj,Maharashtra,1,08-2020
Maharashtra,Tamil Nadu,2,"08-2020, 09-2020"
Maharashtra,Vic,1,08-2020
Maharashtra,UP,3,"01-2021, 08-2020, 11-2020"
Ghaziabad,Maharashtra,1,08-2020
Maharashtra,Rajnish Tyagi,1,08-2020
Maharashtra,Muzaffarnagar,1,08-2020
Datyana village,Meerut,1,08-2020
Bulandshahr,Datyana village,1,08-2020
Datyana village,Gujarat,1,08-2020
Datyana village,Lucknow,1,08-2020
Datyana village,Sitapur,1,08-2020
Datyana village,Hapur,1,08-2020
Datyana village,Maharajganj,1,08-2020
Datyana village,Tamil Nadu,1,08-2020
Datyana village,Vic,1,08-2020
Datyana village,UP,1,08-2020
Datyana village,Ghaziabad,1,08-2020
Datyana village,Rajnish Tyagi,1,08-2020
Datyana village,Muzaffarnagar,1,08-2020
Bulandshahr,Meerut,4,"01-2021, 08-2020, 10-2020"
Gujarat,Meerut,1,08-2020
Lucknow,Meerut,2,08-2020
Meerut,Sitapur,3,"08-2020, 10-2020, 12-2020"
Hapur,Meerut,4,"01-2021, 08-2020, 10-2020, 12-2020"
Maharajganj,Meerut,3,"08-2020, 10-2020, 12-2020"
Meerut,Tamil Nadu,1,08-2020
Meerut,Vic,1,08-2020
Meerut,UP,16,"01-2021, 08-2020, 09-2020, 11-2020, 12-2020"
Ghaziabad,Meerut,5,"01-2021, 08-2020, 12-2020"
Meerut,Rajnish Tyagi,1,08-2020
Meerut,Muzaffarnagar,11,"01-2021, 08-2020, 10-2020, 11-2020, 12-2020"
Bulandshahr,Gujarat,1,08-2020
Bulandshahr,Lucknow,1,08-2020
Bulandshahr,Sitapur,2,"08-2020, 10-2020"
Bulandshahr,Hapur,3,"08-2020, 09-2020, 10-2020"
Bulandshahr,Maharajganj,2,"08-2020, 10-2020"
Bulandshahr,Tamil Nadu,1,08-2020
Bulandshahr,Vic,1,08-2020
Bulandshahr,UP,4,"01-2021, 08-2020, 12-2020"
Bulandshahr,Ghaziabad,3,"01-2021, 08-2020, 12-2020"
Bulandshahr,Rajnish Tyagi,1,08-2020
Bulandshahr,Muzaffarnagar,3,"01-2021, 08-2020, 10-2020"
Gujarat,Lucknow,1,08-2020
Gujarat,Sitapur,1,08-2020
Gujarat,Hapur,1,08-2020
Gujarat,Maharajganj,1,08-2020
Gujarat,Tamil Nadu,2,"08-2020, 09-2020"
Gujarat,Vic,1,08-2020
Gujarat,UP,2,"01-2021, 08-2020"
Ghaziabad,Gujarat,1,08-2020
Gujarat,Rajnish Tyagi,1,08-2020
Gujarat,Muzaffarnagar,1,08-2020
Lucknow,Sitapur,1,08-2020
Hapur,Lucknow,1,08-2020
Lucknow,Maharajganj,1,08-2020
Lucknow,Tamil Nadu,1,08-2020
Lucknow,Vic,1,08-2020
Lucknow,UP,11,"01-2021, 08-2020, 09-2020, 11-2020, 12-2020"
Ghaziabad,Lucknow,1,08-2020
Lucknow,Rajnish Tyagi,1,08-2020
Lucknow,Muzaffarnagar,2,"01-2021, 08-2020"
Hapur,Sitapur,2,"08-2020, 10-2020"
Maharajganj,Sitapur,3,"08-2020, 10-2020, 12-2020"
Sitapur,Tamil Nadu,1,08-2020
Sitapur,Vic,1,08-2020
Sitapur,UP,3,"01-2021, 08-2020, 12-2020"
Ghaziabad,Sitapur,1,08-2020
Rajnish Tyagi,Sitapur,1,08-2020
Muzaffarnagar,Sitapur,4,"01-2021, 08-2020, 10-2020, 12-2020"
Hapur,Maharajganj,2,"08-2020, 10-2020"
Hapur,Tamil Nadu,1,08-2020
Hapur,Vic,1,08-2020
Hapur,UP,2,"08-2020, 09-2020"
Ghaziabad,Hapur,6,"01-2021, 08-2020, 09-2020, 12-2020"
Hapur,Rajnish Tyagi,1,08-2020
Hapur,Muzaffarnagar,3,"01-2021, 08-2020, 10-2020"
Maharajganj,Tamil Nadu,1,08-2020
Maharajganj,Vic,1,08-2020
Maharajganj,UP,3,"08-2020, 12-2020"
Ghaziabad,Maharajganj,1,08-2020
Maharajganj,Rajnish Tyagi,1,08-2020
Maharajganj,Muzaffarnagar,3,"08-2020, 10-2020, 12-2020"
Tamil Nadu,Vic,1,08-2020
Tamil Nadu,UP,1,08-2020
Ghaziabad,Tamil Nadu,1,08-2020
Rajnish Tyagi,Tamil Nadu,1,08-2020
Muzaffarnagar,Tamil Nadu,1,08-2020
UP,Vic,1,08-2020
Ghaziabad,Vic,1,08-2020
Rajnish Tyagi,Vic,1,08-2020
Muzaffarnagar,Vic,1,08-2020
Ghaziabad,UP,10,"01-2021, 08-2020, 09-2020, 12-2020"
Rajnish Tyagi,UP,1,08-2020
Muzaffarnagar,UP,21,"01-2021, 08-2020, 09-2020, 10-2020, 11-2020, 12-2020"
Ghaziabad,Rajnish Tyagi,1,08-2020
Ghaziabad,Muzaffarnagar,4,"01-2021, 08-2020"
Muzaffarnagar,Rajnish Tyagi,1,08-2020
GVK Bio,Hyderabad,1,08-2020
Hyderabad,Makkena Venkata Subba Rao,1,08-2020
Hyderabad,Malkajgiri,1,08-2020
GVK Bio,Makkena Venkata Subba Rao,1,08-2020
GVK Bio,Malkajgiri,1,08-2020
Makkena Venkata Subba Rao,Malkajgiri,1,08-2020
Venkaiah,Venkaiah Naidu,1,08-2020
M S Swaminathan,Venkaiah,1,08-2020
M S Swaminathan Research Foundation’s,Venkaiah,1,08-2020
CHENNAI,Venkaiah,1,08-2020
M S Swaminathan,Venkaiah Naidu,1,08-2020
M S Swaminathan Research Foundation’s,Venkaiah Naidu,1,08-2020
CHENNAI,Venkaiah Naidu,1,08-2020
M S Swaminathan,M S Swaminathan Research Foundation’s,1,08-2020
CHENNAI,M S Swaminathan,1,08-2020
CHENNAI,M S Swaminathan Research Foundation’s,1,08-2020
